Country Name,Country Code,Series Name,Series Code,1970 [YR1970],1980 [YR1980],1990 [YR1990],2000 [YR2000],2010 [YR2010]
Cameroon,CMR,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,0.32,0.65,1.06,1.45,1.8
Cameroon,CMR,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,0.01,0.01,0.03,0.05,0.09
Cameroon,CMR,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,3.35,4.71,5.83,5.85,6.01
Cameroon,CMR,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,67.47,50.58,34.81,23.71,20.73
Cameroon,CMR,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,..,39.12141
Canada,CAN,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,5.48,5.59,5.71,5.78,5.88
Canada,CAN,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,3.09,3.75,4.01,4.38,5.11
Canada,CAN,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,0.57,0.81,0.61,0.79,1.33
Canada,CAN,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,9.45,9.88,9.55,9.67,10.16
Canada,CAN,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,1.08,1.59,0.83,0.86,0.67
Canada,CAN,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,1.4,..,..,..,..
Cayman Islands,CYM,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,..,..,..,..,..
Cayman Islands,CYM,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,..,..,..,..,..
Cayman Islands,CYM,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,..,..,..,..,..
Cayman Islands,CYM,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,..,..,..,..,..
Cayman Islands,CYM,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..
Cayman Islands,CYM,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,2.8,..,..,..,..
Central African Republic,CAF,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,0.67,1.24,1.88,2.32,2.6
Central African Republic,CAF,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,0.15,0.39,0.74,0.93,1.11
Central African Republic,CAF,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,0,0.02,0.05,0.05,0.05
Central African Republic,CAF,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,1.37,3.02,3.71,3.65,3.65
Central African Republic,CAF,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,85.39,74.38,63.17,55.78,51.59
Central African Republic,CAF,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,..,..
Chad,TCD,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,..,..,..,..,..
Chad,TCD,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,..,..,..,..,..
Chad,TCD,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,..,..,..,..,..
Chad,TCD,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,..,..,..,..,..
Chad,TCD,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..
Chad,TCD,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,..,..
Chile,CHL,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,4.46,4.83,5.19,5.17,5.55
Chile,CHL,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,1.5,1.93,2.81,3.32,3.81
Chile,CHL,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,0.13,0.2,0.36,0.57,0.42
Chile,CHL,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,6.34,7.59,8.78,9.39,8.74
Chile,CHL,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,9.71,6.8,4.57,4.17,2.57
Chile,CHL,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,12.4,..,..,..,2.94292
China,CHN,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,2.99,3.93,4.23,4.81,5.07
China,CHN,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,0.56,0.9,1.3,1.97,2.3
China,CHN,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,0.03,0.03,0.06,0.15,0.14
China,CHN,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,5.68,7.04,7.44,9.02,9.25
China,CHN,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,39.53,24.75,22.23,10.97,5.35
China,CHN,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,29.3,10.79375,6.5918
Colombia,COL,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,2.91,3.33,3.71,4.05,4.69
Colombia,COL,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,0.92,1.39,1.97,2.48,3.48
Colombia,COL,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,0.08,0.17,0.31,0.36,0.78
Colombia,COL,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,4.59,5.77,6.63,7.3,9.95
Colombia,COL,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,23.25,16.79,11.89,9.55,6.28
Colombia,COL,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,..,8.267
Comoros,COM,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,..,..,..,..,..
Comoros,COM,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,..,..,..,..,..
Comoros,COM,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,..,..,..,..,..
Comoros,COM,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,..,..,..,..,..
Comoros,COM,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..
Comoros,COM,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,..,..
"Congo, Dem. Rep.",COD,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,1.09,1.67,2.33,2.46,2.61
"Congo, Dem. Rep.",COD,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,0.13,0.37,0.82,0.88,1.02
"Congo, Dem. Rep.",COD,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,0.01,0.02,0.03,0.03,0.03
"Congo, Dem. Rep.",COD,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,2.23,3.87,4.43,3.23,3.62
"Congo, Dem. Rep.",COD,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,70.3,58.55,48.13,45.76,44.34
"Congo, Dem. Rep.",COD,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,..,..
"Congo, Rep.",COG,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,1.56,2.68,3.28,3.58,3.78
"Congo, Rep.",COG,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,0.5,1.41,2.02,2.03,2.12
"Congo, Rep.",COG,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,0.02,0.07,0.07,0.06,0.04
"Congo, Rep.",COG,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,5.02,8.41,7.12,6.31,6.87
"Congo, Rep.",COG,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,66.26,48.31,39.89,31.81,27.48
"Congo, Rep.",COG,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,..,..
Costa Rica,CRI,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,3.31,4.61,5.07,5.22,5.25
Costa Rica,CRI,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,0.53,1.22,1.61,1.97,2.08
Costa Rica,CRI,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,0.09,0.27,0.43,0.52,0.63
Costa Rica,CRI,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,4.71,7.15,7.71,8,8.02
Costa Rica,CRI,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,17.45,9.44,6.73,5.49,4.67
Costa Rica,CRI,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,..,5.64808
Cote d'Ivoire,CIV,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,0.9,1.33,1.76,2.68,3.24
Cote d'Ivoire,CIV,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,0.35,0.69,0.88,1.07,1.29
Cote d'Ivoire,CIV,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,0.03,0.05,0.05,0.12,0.12
Cote d'Ivoire,CIV,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,3.02,4.13,4.39,4.59,5.08
Cote d'Ivoire,CIV,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,81.67,74.89,67.23,49.19,39.61
Cote d'Ivoire,CIV,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,..,..
Croatia,HRV,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,6.15,6.73,6.78,6.57,6.6
Croatia,HRV,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,0.78,1.15,1.62,2.82,4.13
Croatia,HRV,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,0.12,0.16,0.17,0.33,0.57
Croatia,HRV,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,6.63,7.35,4.72,6.35,9.28
Croatia,HRV,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,19.88,13.04,8.91,4.73,1.8
Croatia,HRV,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,..,..
Cuba,CUB,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,4.3,5.34,5.18,5.1,5.41
Cuba,CUB,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,0.91,2.54,3.14,3.54,4.1
Cuba,CUB,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,0.09,0.18,0.22,0.27,0.65
Cuba,CUB,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,6.03,9.75,10.1,9.04,10.77
Cuba,CUB,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,12.98,2.7,8.39,12.06,7.67
Cuba,CUB,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,..,..
Cyprus,CYP,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,4.34,4.93,5.47,5.38,5.8
Cyprus,CYP,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,1.44,2.29,3.12,3.79,4.27
Cyprus,CYP,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,0.1,0.28,0.56,0.76,0.99
Cyprus,CYP,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,7.24,7.71,9.44,9.4,9.4
Cyprus,CYP,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,17.03,11.22,4.49,8.56,0.74
Cyprus,CYP,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,..,0.85574
Czech Republic,CZE,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,8.17,8.36,8.39,8.88,8.56
Czech Republic,CZE,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,1.29,1.69,2.08,3.51,3.79
Czech Republic,CZE,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,0.1,0.16,0.35,0.31,0.45
Czech Republic,CZE,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,8.54,9.06,9.36,10.32,9.04
Czech Republic,CZE,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,0.5,0.43,1.9,0.45,0.15
Czech Republic,CZE,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,..,0.12564
Denmark,DNK,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,3.89,4.49,5.06,5.39,5.59
Denmark,DNK,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,2.56,3.25,3.84,4.72,4.91
Denmark,DNK,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,0.33,0.41,0.46,0.66,0.8
Denmark,DNK,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,10.32,10.13,9.23,9.24,9.23
Denmark,DNK,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,1.41,2.13,0.11,1.17,2.64
Denmark,DNK,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,..,..
Dominica,DMA,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,..,..,..,..,..
Dominica,DMA,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,..,..,..,..,..
Dominica,DMA,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,..,..,..,..,..
Dominica,DMA,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,..,..,..,..,..
Dominica,DMA,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..
Dominica,DMA,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,8.4,..,..,..,..
Dominican Republic,DOM,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,2.73,3.52,4.2,4.77,4.92
Dominican Republic,DOM,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,0.85,1.33,1.59,1.9,2.73
Dominican Republic,DOM,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,0.05,0.13,0.23,0.31,0.21
Dominican Republic,DOM,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,4.7,6.33,7.04,8.47,7.87
Dominican Republic,DOM,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,32.89,21,9.86,0.13,8.4
Dominican Republic,DOM,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,40.1,..,..,..,11.23994
Ecuador,ECU,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,3.63,4.41,4.54,4.5,5.06
Ecuador,ECU,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,0.72,1.53,2.11,2.18,2.25
Ecuador,ECU,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,0.07,0.21,0.35,0.42,0.29
Ecuador,ECU,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,5.7,7.37,7.92,7.95,7.17
Ecuador,ECU,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,28.18,19.56,16.83,18.62,8.52
Ecuador,ECU,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,1.7,..,8.59345
"Egypt, Arab Rep.",EGY,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,0.88,1.71,2.75,3.5,3.84
"Egypt, Arab Rep.",EGY,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,0.35,0.83,1.56,2.29,2.94
"Egypt, Arab Rep.",EGY,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,0.08,0.11,0.11,0.24,0.37
"Egypt, Arab Rep.",EGY,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,1.78,3.58,6.46,8.44,7.95
"Egypt, Arab Rep.",EGY,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,82.19,67.76,50.66,39.01,31.12
"Egypt, Arab Rep.",EGY,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,..,..
El Salvador,SLV,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,2.34,2.86,3.75,5.09,6.02
El Salvador,SLV,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,0.43,0.6,0.72,1.19,1.56
El Salvador,SLV,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,0.06,0.14,0.21,0.31,0.19
El Salvador,SLV,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,3.88,4.53,6.33,7.55,6.66
El Salvador,SLV,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,45.09,35.18,30.31,20.38,3.72
El Salvador,SLV,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,..,..
Equatorial Guinea,GNQ,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,..,..,..,..,..
Equatorial Guinea,GNQ,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,..,..,..,..,..
Equatorial Guinea,GNQ,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,..,..,..,..,..
Equatorial Guinea,GNQ,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,..,..,..,..,..
Equatorial Guinea,GNQ,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..
Equatorial Guinea,GNQ,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,..,..
Eritrea,ERI,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,..,..,..,..,..
Eritrea,ERI,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,..,..,..,..,..
Eritrea,ERI,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,..,..,..,..,..
Eritrea,ERI,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,..,..,..,..,..
Eritrea,ERI,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..
Eritrea,ERI,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,..,..
Estonia,EST,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,5.5,5.74,5.82,5.97,5.98
Estonia,EST,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,1.63,2.39,3,4.65,5.14
Estonia,EST,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,0.25,0.34,0.38,0.79,0.99
Estonia,EST,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,5.86,6.88,7.03,8.59,8.7
Estonia,EST,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,7.46,3.24,1.88,0.23,0.2
Estonia,EST,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,0.22802,..
Eswatini,SWZ,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,2.42,3.46,3.86,3.45,3.89
Eswatini,SWZ,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,0.44,0.9,1.15,0.94,1.09
Eswatini,SWZ,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,0.03,0.08,0.08,0.05,0.08
Eswatini,SWZ,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,4.14,5.97,6.62,6.39,5.86
Eswatini,SWZ,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,52.19,37.14,32.57,39.49,32.94
Eswatini,SWZ,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,..,..
Ethiopia,ETH,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,..,..,..,..,..
Ethiopia,ETH,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,..,..,..,..,..
Ethiopia,ETH,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,..,..,..,..,..
Ethiopia,ETH,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,..,..,..,..,..
Ethiopia,ETH,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..
Ethiopia,ETH,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,..,..
Fiji,FJI,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,4.92,5.9,6.91,6.72,6.48
Fiji,FJI,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,0.57,1.03,1.95,2.72,3.09
Fiji,FJI,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,0.08,0.11,0.21,0.32,0.39
Fiji,FJI,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,7.29,9.11,10.05,9.71,10.72
Fiji,FJI,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,17.47,10.67,6.55,4.11,2.44
Fiji,FJI,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,..,..
Finland,FIN,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,3.77,4.22,4.57,4.92,5.41
Finland,FIN,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,1.75,2.99,2.64,3.48,5.42
Finland,FIN,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,0.2,0.34,0.34,0.68,0.79
Finland,FIN,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,6.13,6.27,6.2,6.27,9.4
Finland,FIN,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,1.23,1.31,0.11,0.44,0
Finland,FIN,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,..,..
France,FRA,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,3.83,3.96,4.2,4.73,4.89
France,FRA,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,0.84,1.77,3.1,4.49,5.11
France,FRA,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,0.08,0.23,0.35,0.52,0.67
France,FRA,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,5.25,5.96,7.64,9.26,9.81
France,FRA,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,1.08,0.95,8,2.7,1.48
France,FRA,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,0.57389,..,..
French Polynesia,PYF,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,..,..,..,..,..
French Polynesia,PYF,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,..,..,..,..,..
French Polynesia,PYF,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,..,..,..,..,..
French Polynesia,PYF,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,..,..,..,..,..
French Polynesia,PYF,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..
French Polynesia,PYF,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,..,..
Gabon,GAB,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,1.33,2.17,3.23,4.24,4.79
Gabon,GAB,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,0.44,1,1.79,2.47,3.26
Gabon,GAB,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,0.05,0.14,0.24,0.31,0.34
Gabon,GAB,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,5.63,5.28,6.61,8.35,9.7
Gabon,GAB,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,71.63,57.07,39.68,22.15,14.68
Gabon,GAB,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,..,..
"Gambia, The",GMB,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,0.34,0.6,1.12,1.57,2.21
"Gambia, The",GMB,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,0.22,0.35,0.59,1.02,1.51
"Gambia, The",GMB,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,0.01,0.02,0.04,0.06,0.05
"Gambia, The",GMB,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,1.24,1.67,3.59,4.47,6.05
"Gambia, The",GMB,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,93.93,89.21,79.79,73.25,61.76
